"V1" "V2" "V3" "V4"
0.984858012939286 0.877075457548792 0.863569320852144 0.975729006974969
0.0134548752131745 0.0990230926099797 0.888676239893323 0.924895196928884
0.069855844438145 0.954953016790872 0.0492738714286437 0.83727759739706
0.0993590283259335 0.122311183127839 0.0278375038537944 0.0764412051354201
0.910185870432789 0.948314904028343 0.993275513944366 0.215526437185659
0.988427715577231 0.0197919446336864 0.538084497888009 0.0556822323361067
0.0804394866127153 0.870382794498087 0.903870602891447 0.890308393214335
0.336977340177529 0.0952346375223571 0.95587713486676 0.0718952489119989
0.0612873725800051 0.081907830948447 0.568666062067711 0.0963597770372153
0.873698263477971 0.00417208133759782 0.355878674772993 0.846748140065666
0.855699962398819 0.27983057973504 0.97243159942122 0.145008046096651
0.836880028086864 0.359806946794974 0.0535510724358675 0.926831237707333
0.961801185034054 0.69005856556059 0.153862381779393 0.121323978033975
0.00252893390306444 0.0612269033373184 0.307993207635634 0.510944726063444
0.350446396469955 0.89307733347214 0.269642067702349 0.0156520554238217
0.891606786673498 0.993763213824872 0.500292581534818 0.74475297741132
0.308303870516542 0.464118345775699 0.010411765443644 0.904625817294014
0.480192878384166 0.0460244469189396 0.376505511649022 0.0403822789595313
0.401079518887226 0.0327308083206047 0.0938691414266043 0.6896187223747
0.0393896811429043 0.243712515498362 0.181532871348921 0.72040550001713
0.519738641567528 0.179267768558391 0.215438762363506 0.987855659976004
0.0951360053767991 0.732216913391043 0.0695024246010745 0.456804259639969
0.706765900952397 0.844100185106566 0.508473350036958 0.00826188651729881
0.803890109740566 0.935930868288801 0.82263694509266 0.570505001162535
0.572716757867853 0.17179327212665 0.0131957881601044 0.309114033160846
0.310631289580883 0.491464412923511 0.93567606148218 0.102394764981359
0.928949218280728 0.743656828272283 0.128301300171671 0.538612808031892
0.689797572300045 0.203338309984516 0.981905330777352 0.637007235902948
0.251046466853838 0.424381445929477 0.806976163940918 0.958106440072304
0.920974634262952 0.415185908499507 0.0817431405612072 0.592323413693611
0.375344610384976 0.9676259752179 0.490132591037517 0.859872867646455
0.618912905624228 0.0664790292891363 0.589366823831504 0.880229938852911
0.176175085117719 0.833910479759338 0.759271223238888 0.236080841799439
0.155694417192681 0.819948067181502 0.467321818271928 0.154631026399632
0.389109707503568 0.980193160664014 0.558912235335159 0.20516281210484
0.945809916788597 0.589202224938084 0.710721508648683 0.225596079525227
0.125017933415272 0.309762475897133 0.849553681539234 0.370985864532284
0.362597251704745 0.775994698557267 0.116134850684852 0.768826304017969
0.0271122416964284 0.60195096221718 0.293641153760369 0.307279275359448
0.636111074814251 0.543005558219451 0.900064622652774 0.864753232142072
0.963942381679828 0.339323354151997 0.435619557471831 0.754148253719725
0.594345632908912 0.812759299253769 0.919795794596459 0.354040106545766
0.189782302412722 0.223824564706718 0.16350958557558 0.395350532471145
0.28113410175479 0.476238143874654 0.277346105602236 0.942758554282288
0.695644688154398 0.153526636231461 0.139167183699707 0.565379238627092
0.743321540610244 0.904805626792051 0.253612445299456 0.412773344820986
0.773303382228025 0.448622523490799 0.0995696103257805 0.279244441125128
0.32839480352611 0.354370361073288 0.521298246524285 0.973254924102537
0.816010640755894 0.703455343362473 0.319734181306198 0.182743932600536
0.48892912403163 0.794768442491782 0.701060156697223 0.129784595301766
0.54759049068642 0.860369859484634 0.237264818914327 0.269089010018096
0.717124502223422 0.72798398203205 0.230569293742631 0.780382877008783
0.240067931170932 0.384762808686283 0.83234765007517 0.739943201869243
0.560709041025903 0.435058414671616 0.643748573654182 0.0309831780829915
0.843280410258973 0.571727591917425 0.638446658588141 0.816283708832077
0.267425831157231 0.916418647037152 0.39414040745167 0.455044045078534
0.458548935558532 0.185451100284326 0.866117892623017 0.482161946956896
0.781604472194212 0.125745313986561 0.613618333395686 0.524553627523099
0.654837182579263 0.785575649741301 0.676786797635694 0.807024908732094
0.114870667641546 0.296295460448658 0.419294682394621 0.659406456581811
0.88286575644254 0.3029543469591 0.365804852443506 0.368611199651948
0.609117366885191 0.211890380999165 0.343341099037961 0.186725369956413
0.204397973239445 0.666634315762807 0.779862682507546 0.344756042257089
0.164524528939553 0.666895677858711 0.766842537062289 0.422790546260521
0.763696416651968 0.267230461156111 0.470935432496193 0.801844771319058
0.226875463236169 0.374763914300589 0.553515254856191 0.163746992660755
0.141968819559954 0.617603584977419 0.321143411522455 0.676227958062319
0.501710315973693 0.51217659852571 0.944203948817664 0.432714644428573
0.795190918276569 0.527875633973536 0.796406783496984 0.54642125403934
0.650646102447983 0.248735311027202 0.736794310383338 0.323432477334813
0.445579404629376 0.5502081964004 0.20313784797147 0.258466540525357
0.672023533538766 0.60706638334388 0.751650948537353 0.292882856823803
0.539063302049827 0.397542556172904 0.189062969161221 0.694576995956056
0.212158627034866 0.640514069826078 0.656362324093618 0.392770990556865
0.427086719343393 0.143014731112707 0.447383911070057 0.503741835143394
0.512654575746345 0.711871388486161 0.72548277644774 0.609289577679226
0.289457658389123 0.565611186083751 0.688463545657326 0.624364667724427
0.439327372919285 0.325335299898008 0.626446611417549 0.709754761032484
0.588800371457811 0.764063130032248 0.601839592145687 0.472593359511208
0.740563068076117 0.501089627423358 0.42697258113688 0.647745325393906
0.407438640034309 0.649177711149448 0.397662107450428 0.602301525664918
